BBL,UnitsTotal,UnitsRes
1021070011,8,8
1019930053,48,48
1019870041,16,16
1019060061,10,9
1015550048,11,11
1015470119,3,3
1013150001,92,0
1009270036,3,2
1004490004,24,22
1004467502,67,66
1008850030,4,4
1007950044,7,0
1007320072,17,16
1022210022,91,89
1008020077,1,0
1008610066,1,0
1021100001,2,0
1012180040,1,1
1011850010,18,18
1011230018,10,10
1021890017,0,0
1008030039,3,0
1008037503,11,10
1012410009,10,10
1011260052,13,13
1020750046,30,30
1012207502,13,13
1010370006,7,6
1021180072,20,20
1019530056,8,8
1020630004,17,16
1018290008,20,20
1018680001,107,107
1015260045,19,18
1014937506,8,8
1011280029,35,35
1011990052,18,18
1010340059,6,5
1011030039,1,0
1022150530,10,9
1015050016,2,1
1020760125,5,5
1014000043,1,1
1015200008,1,1
1015940012,63,61
1013857501,10,9
1013640060,0,0
1013510023,7,6
1017230022,2,0
1015330028,10,8
1013440112,2,2
1016260001,223,223
1013670031,82,82
1016290103,1,0
1017260109,4,4
1017500059,2,2
1016600003,1,0
1017540044,3,3
1017510044,18,18
1002200028,3,0
1002830064,10,8
1005720001,16,11
1005030006,40,37
1013250047,2,0
1021110081,14,12
1020740029,0,0
1021230093,2,2
1020260051,16,16
1020640142,4,4
1019230014,1,0
1017180004,8,8
1016030052,9,8
1005720004,3,1
1000930025,2,0
1006207501,25,22
1005070033,5,4
1011980025,5,5
1018670049,24,24
1014930001,18,17
1015840008,10,10
1014537501,35,34
1017170114,3,3
1012710047,1,0
1013930059,1,0
1003080024,22,20
1002790061,3,0
1001477504,6,5
1004610022,22,20
1005370011,9,8
1008180033,10,10
1007450044,12,12
1008230024,50,0
1008190010,15,0
1001790017,38,36
1005950041,12,12
1008910081,6,6
1004260044,27,25
1004450034,16,15
1020860036,38,33
1015200066,15,13
1020730001,63,58
1021180048,20,20
1020667501,38,38
1020100036,25,22
1018800023,21,21
1003480072,27,27
1007910029,28,28
1019490010,1,1
1011420023,10,10
1007190019,8,8
1012380056,7,7
1012040055,4,4
1012270037,11,10
1006080033,2,2
1001070035,5,5
1005160043,25,24
1003930023,35,33
1004750022,8,0
1004400001,29,28
1013960041,2,1
1016590027,8,6
1015480148,8,7
1014300048,5,3
1012690008,0,0
1014170008,1,1
1017450014,10,9
1011850031,10,10
1021060003,1615,1614
1020500042,1,0
1014940144,10,10
1020940041,0,0
1019700073,10,9
1018800061,7,0
1021650061,23,23
1020470021,36,35
1019880086,20,20
1019530042,1,0
1020240005,2,2
1015230028,1,1
1018620060,1,0
1019130030,32,27
1015130001,31,31
1015420044,18,18
1013410049,8,6
1013460026,21,18
1014290027,7,6
1014230010,624,608
1008160080,9,8
1010180027,1,0
1010980020,0,0
1008760010,10,10
1008640025,76,0
1012220058,2,2
1006970001,1,0
1016300052,10,9
1016350042,4,4
1016440069,28,27
1017890012,0,0
1002730030,1,0
1001510020,2,0
1005730053,9,5
1015230066,1,1
1015230052,1,0
1015460006,40,40
1014460137,1,1
1013760012,4,3
1013360015,217,215
1017490024,4,0
1012310011,2,0
1003310120,533,525
1006330060,18,18
1000290026,5,4
1005530011,32,28
1008940061,3,0
1008930082,146,144
1005010006,28,26
1010550043,13,11
1011860078,1,1
1005260056,10,8
1001450005,10,8
1004930010,12,11
1003720056,20,20
1017200059,1,1
1016390049,2,0
1016030014,29,24
1002210035,2,0
1000640106,0,0
1008290042,47,0
1007730011,2,0
1007920050,2,0
1009390044,24,22
1008870001,16,0
1007200072,5,5
1007320011,0,0
1008037501,95,92
1010650036,44,41
1013850061,1,1
1013680025,129,127
1013630060,0,0
1016280029,17,17
1016610010,42,42
1016390041,2,0
1016380042,0,0
1006910024,1,1
1012170017,14,14
1011040031,1,0
1012390007,10,10
1012500067,167,167
1021760040,22,22
1021150017,30,30
1005390016,14,13
1000717501,30,0
1005307506,7,5
1005010004,6,5
1004220053,6,5
1007450059,1,1
1009160048,19,19
1017110032,3,3
1016250002,10,8
1017280009,0,0
1017530033,5,3
1002390026,4,2
1003500077,8,8
1005710020,1,0
1021080008,1,1
1020090004,10,10
1019420138,2,2
1014140008,5,4
1014120071,50,46
1016290002,1,1
1016670025,12,11
1007710032,9,9
1010940040,1,0
1012290045,17,16
1010740048,10,9
1010730028,2,0
1022280037,52,52
1022240021,3,0
1002380038,25,24
1002187501,69,65
1006180033,165,162
1005850041,2,0
1005690022,4,2
1007530038,4,3
1008060054,6,0
1018780036,18,18
1015830046,1,1
1015290037,20,20
1012830072,2,0
1014120052,5,0
1013320013,18,16
1013440047,4,4
1005990064,6,0
1005950059,10,8
1020790011,0,0
1015160045,8,8
1018740001,5,5
1021010130,0,0
1015580040,159,159
1021760119,64,58
1012140059,20,20
1007200041,8,8
1022250036,40,40
1021530036,27,18
1020500195,2,2
1020600046,14,14
1001430013,4,3
1005480045,127,120
1004190046,22,18
1008360007,21,0
1004060053,20,18
1008840036,3,2
1010610036,2,0
1012620048,62,0
1013377501,8,0
1016617502,12,11
1016290008,12,12
1017270038,2,2
1017450168,0,0
1000220028,5,0
1019420124,11,11
1019050029,1,0
1016320046,7,7
1012870033,2,0
1018070012,4,4
1017540157,2,2
1002300005,3,0
1006230017,2,1
1005720032,5,5
1003480074,24,22
1011850079,9,9
1005930007,4,4
1006220051,2,2
1001430016,8,4
1019960056,0,0
1021420075,25,25
1020810033,10,9
1020450026,10,10
1020910048,74,74
1019570017,0,0
1018750061,82,82
1019480059,2,2
1009060011,35,35
1004420001,0,0
1012490127,3,3
1010780051,4,4
1008020022,23,0
1010510040,15,14
1012030001,189,186
1008310052,6,4
1011410019,1,1
1006980057,5,0
1012020011,1,1
1012040120,1,1
1011970003,18,16
1018360027,1,0
1002740037,0,0
1005390023,2,0
1005440012,6,4
1007540028,12,12
1012350002,86,84
1006150029,1,0
1006120037,6,6
1021360128,50,50
1017220041,7,0
1018430060,15,15
1019820061,23,22
1015250013,80,80
1018950028,18,18
1018910069,1,1
1015470045,25,25
1015427501,545,538
1013980129,1,1
1012700034,1,0
1016660024,44,40
1014160043,2,2
1016800021,0,0
1016250013,13,12
1017860028,2,0
1017560037,10,10
1016287501,9,9
1002740001,7,0
1002860023,1,0
1003480027,10,9
1005080006,5,5
1007420026,2,2
1010540127,1,1
1001897507,14,13
1001337504,10,8
1004827503,5,4
1003720039,19,16
1004020036,10,8
1008970008,61,59
1020500173,2,2
1007937502,11,9
1008840063,10,9
1007460028,1,0
1008030058,15,12
1006960042,1,0
1011430007,21,21
1010330162,4,3
1019047503,3,3
1012510069,5,5
1022150425,1,1
1020487501,6,6
1019310021,13,0
1019110106,6,6
1019090042,2,0
1016750021,1,0
1014130022,15,15
1013040029,71,71
1018060020,4,4
1017220039,31,24
1004600043,9,8
1002820025,4,3
1006140023,7,6
1005830047,2,2
1007467501,7,6
1007740074,17,17
1005957507,15,13
1001330010,5,0
1020760019,5,5
1019090044,1,0
1018750036,53,44
1012730015,3,0
1018387501,60,60
1015260037,3,3
1015550034,20,20
1015400032,16,16
1013860044,18,16
1013820036,13,12
1017280017,5,5
1017610010,0,0
1018070041,12,12
1017850036,1,0
1017550011,0,0
1006420068,3,3
1002847501,28,24
1000920001,1,0
1005390008,21,21
1005740004,3,2
1004620016,24,22
1005140004,1,0
1004750003,2,0
1001357502,5,4
1004550049,15,15
1008680005,6,0
1009250037,7,6
1004510021,11,9
1009060048,13,12
1007697503,199,196
1010980048,0,0
1007590027,0,0
1008390007,5,4
1008600069,28,27
1008570076,73,0
1011190043,1,0
1022200041,25,25
1021227501,13,13
1018920041,1,1
1022150512,30,30
1014960010,1,1
1019480003,14,14
1020930140,2,2
1019530046,0,0
1020250107,4,4
1019370031,24,22
1019280026,7,7
1019140046,1,1
1015460048,1,1
1014360036,25,24
1014450047,20,20
1013990074,112,105
1013960066,4,4
1016870030,8,6
1014250035,24,24
1017210022,1,1
1016600041,8,8
1017540056,3,3
1017860045,3,2
1001710007,10,8
1001610003,1,0
1004050024,1,0
1004660043,11,11
1011850066,10,10
1006430065,3,3
1005930047,4,4
1004040026,10,10
1009090043,82,82
1008890039,223,218
1022150284,1,1
1007200024,7,7
1012250022,2,2
1007450046,4,4
1010690136,1,0
1011620040,8,6
1011210008,16,16
1021770152,46,44
1022030005,5,0
1021100065,20,18
1019520001,7,6
1020930023,3,3
1020120064,15,13
1019420050,11,11
1019210009,11,11
1018270029,15,15
1014680003,16,14
1015070040,84,80
1015700048,28,25
1012790063,1,0
1012690005,0,0
1014290001,17,15
1003910035,9,8
1003770022,0,0
1004460033,17,16
1009100052,3,3
1007927502,9,8
1007910009,40,40
1007640015,3,3
1007640043,1,1
1011440012,10,8
1011450147,10,10
1011210015,9,9
1019280022,0,0
1010100053,38,38
1010760001,2,0
1012250029,201,195
1007200074,10,10
1021650063,20,18
1022150066,2,0
1021090067,2,2
1020430020,0,0
1013000124,5,4
1019090012,7,0
1018960028,28,28
1013207504,129,129
1013930010,9,7
1014670039,23,22
1013990003,1,1
1013977501,2,2
1017960054,7,6
1016830008,25,25
1016230025,3,3
1017510040,0,0
1021580027,2,2
1022430385,5,5
1019660107,1,0
1020597503,3,3
1021310008,1,0
1020130024,20,20
1019120037,27,27
1018420063,11,9
1019220057,20,20
1015280005,49,49
1015480040,16,15
1015170039,9,8
1015420013,3,0
1013100063,53,0
1014970049,15,15
1013820001,19,18
1016660006,20,18
1017160003,19,17
1002830053,6,0
1005390019,4,2
1001000001,0,0
1004470026,23,22
1000900017,171,168
1006250014,1,1
1004610045,18,16
1003860008,3,2
1005740033,2,2
1003760033,5,0
1000730017,0,0
1005790074,1,0
1005590042,27,26
1009230018,0,0
1004060027,11,11
1009090054,4,0
1004390005,10,8
1004780007,2,0
1012497501,4,4
1008760014,6,6
1008310001,5,0
1011260048,18,18
1011980041,10,10
1004820008,5,5
1006360070,97,97
1005770037,8,0
1006190082,22,20
1003450027,1,0
1007450022,3,3
1005180044,3,2
1006150094,29,29
1005790035,0,0
1019160054,2,2
1012840071,6,0
1015210037,24,22
1016330028,0,0
1015340028,13,12
1018450004,24,24
1017290006,5,5
1015250035,26,24
1015110029,2,2
1018200148,4,4
1017110140,2,2
1016870043,9,9
1015990003,24,22
1017700158,344,341
1010070061,103,96
1022400009,48,48
1021560142,0,0
1022300019,25,22
1012500020,1,1
1020410130,1,1
1020250008,1,1
1008980043,8,8
1007700031,13,12
1020500055,4,4
1008830011,20,18
1007320073,17,16
1008580054,6,0
1012120020,2,2
1003850022,19,19
1005270006,3,3
1003720064,1,0
1003500050,22,20
1008980044,8,8
1008867501,52,52
1007790008,0,0
1003730010,0,0
1019070032,4,4
1018740002,8,8
1015430037,16,16
1019160028,11,11
1013920125,1,1
1014510002,9,8
1003947503,12,12
1008650068,10,8
1007220003,9,8
1010670052,53,53
1012110155,8,8
1022410024,59,49
1021090096,2,2
1017610028,0,0
1017540005,1,0
1017880029,10,9
1001840010,0,0
1001740016,5,4
1000760006,7,0
1006210064,1,1
1021620044,20,19
1021280023,36,36
1021830001,0,0
1019310012,7,0
1020937501,35,35
1020240107,10,10
1021320007,48,48
1013690030,10,10
1016300010,36,36
1014050044,1,1
1017960132,2,1
1017170029,0,0
1017200033,1,0
1004950004,7,6
1019260060,4,4
1015320031,49,49
1015510028,0,0
1014840026,414,414
1006220011,3,3
1002830006,13,13
1002430050,1,0
1004690017,8,7
1004700024,10,10
1004750034,6,0
1006150078,2,2
1005970055,11,0
1005940008,12,0
1004550021,35,33
1020770039,24,24
1020320056,25,25
1019180003,0,0
1012730033,1,0
1014070160,3,2
1013770026,1,0
1012710025,31,29
1005640022,11,1
1008680070,1,0
1008590058,9,3
1009050032,3,0
1004000054,11,8
1007420005,3,3
1007380056,14,13
1007800015,16,0
1005550040,4,3
1021260044,20,18
1011850058,12,12
1001477502,5,4
1002980020,15,12
1003550054,1,0
1008950016,8,8
1011280058,2,2
1007710023,64,63
1010630032,13,12
1021700557,16,16
1012420042,20,19
1021090005,44,41
1018320006,40,40
1015040055,10,8
1017450024,3,3
1014180011,153,151
1014050033,48,47
1016280024,35,35
1017180106,3,3
1017880007,1,0
1022150411,1,1
1022020009,74,74
1020530224,4,4
1020450013,0,0
1019530004,9,9
1019070157,2,2
1019040014,5,5
1003440170,23,21
1001610001,253,250
1006277501,4,3
1003870128,1,0
1009190035,0,0
1006400047,47,47
1006150006,1,1
1019280122,0,0
1019120054,11,11
1015550038,10,10
1015790049,189,189
1014400041,37,35
1013980014,8,6
1017950031,2,0
1002987502,5,4
1000950027,251,251
1003510001,182,181
1009160051,5,5
1007680018,5,4
1007370043,4,0
1007090063,1,0
1013460001,27,25
1014330037,1,0
1013850057,1,0
1004850003,5,4
1009230048,1,1
1009070040,1,0
1004060001,8,6
1006450039,2,0
1002850024,1,0
1003847501,5,5
1005840034,1,1
1007280042,1,0
1011970018,1,1
1002117501,12,9
1013450023,10,8
1014270028,149,141
1017670001,0,0
1016180001,800,792
1018060105,3,3
1017280018,12,12
1017830024,12,10
1000910013,6,0
1004050057,8,8
1008680025,38,0
1005030012,21,20
1012070001,249,234
1012380010,43,38
1005920023,7,6
1009120025,18,18
1004577501,10,8
1008920080,29,29
1007220043,43,40
1008480073,6,4
1008450002,2,0
1008780004,187,178
1001620011,2,0
1002470001,491,490
1005457504,5,4
1004700006,17,16
1012330016,321,312
1000110017,5,0
1000650020,20,16
1008300003,9,0
1011670033,1,0
1007170077,75,73
1021370119,49,49
1022260015,17,17
1020060016,10,10
1019930015,71,70
1010360005,81,80
1010530026,7,7
1011280059,1,1
1012170048,4,4
1012180027,3,3
1012490022,47,47
1022150654,1,0
1019770018,32,32
1019690025,80,79
1014070168,1,1
1019410001,22,20
1019260057,3,3
1019250005,15,12
1004990027,5,5
1005920048,8,7
1005740014,1,1
1009120011,2,2
1009070025,327,325
1008490070,54,0
1007220076,4,3
1012230020,9,9
1003990049,10,10
1008597502,142,142
1009030057,5,0
1001640028,14,11
1001417504,32,30
1001240009,1,0
1004240028,11,10
1002800013,18,17
1005280186,0,0
1000157502,284,283
1006270043,6,0
1005070012,9,8
1003860022,0,0
1010570040,22,20
1007910024,4,4
1008790023,560,0
1007710058,2,2
1006900029,0,0
1011460012,10,10
1011630046,10,9
1010370109,3,1
1006060006,2,1
1001640021,11,8
1005870016,1,0
1008670001,28,0
1009140005,20,20
1008930078,2,1
1008850077,2,2
1008820039,15,14
1004260012,1,0
1004867503,2,0
1009360001,6,0
1004390028,5,3
1015340014,16,14
1014290002,18,16
1004530007,9,8
1008880055,48,48
1008857504,10,10
1008410021,13,12
1009900001,0,0
1013950045,1,1
1015230056,4,3
1010250043,2,0
1012080024,9,9
1022430004,44,44
1011970106,6,6
1021570072,21,18
1019280052,1,1
1021450033,22,22
1014690009,24,22
1014430122,21,20
1014410031,62,60
1016320032,15,13
1013510036,9,0
1017150053,0,0
1017720158,1,0
1019510007,1,0
1021090073,2,2
1020430010,1,0
1020120052,23,23
1018850015,32,32
1019240160,9,9
1018400053,10,10
1013110013,0,0
1015800009,17,17
1013910063,6,5
1014970053,7,0
1012620077,4,0
1013820042,2,2
1009240006,2,2
1002090032,3,0
1001947501,10,7
1002880045,6,4
1005690024,1,0
1004890015,3,3
1003720033,1,0
1008390021,1,0
1020730063,4,3
1020720006,26,26
1013090044,1,0
1019077504,2,2
1015470041,20,20
1014710015,35,35
1015020045,2,2
1009240034,37,30
1009060028,15,14
1004040010,20,20
1008980010,10,10
1008500011,3,0
1008470062,32,0
1007927505,9,5
1010400029,1,0
1011620061,8,8
1022430030,79,72
1021160019,30,30
1010950035,222,0
1010340003,7,6
1020590008,1,1
1015620032,11,11
1013370051,4,3
1013360047,1,0
1017510030,11,11
1017960007,4,4
1018020030,1,0
1016370033,13,9
1010650048,65,65
1011440008,8,6
1011440134,6,5
1019280119,3,3
1020810036,16,14
1010740032,18,16
1011500007,1,1
1016440026,5,3
1017560071,0,0
1001067504,27,26
1002770020,13,9
1008190052,12,0
1007480001,763,756
1010590102,4,3
1010370007,14,13
1007190030,3,3
1020570052,3,3
1022470001,61,56
1020790049,1,0
1019520051,65,65
1018750056,24,24
1009030033,4,3
1005100030,11,0
1003980066,25,20
1022150269,2,2
1007730078,1,1
1008240035,3,0
1011260027,10,10
1013460101,8,4
1016277501,13,12
1018150011,1,1
1016820001,18,16
1017210043,3,3
1017260069,47,39
1017290025,10,10
1008840041,17,16
1003980027,0,0
1004340040,10,10
1006940040,0,0
1007910019,8,8
1007730008,1,0
1008290016,17,0
1015130007,1,0
1019420024,3,3
1019020059,2,2
1018270031,16,15
1015220016,12,9
1014530021,67,64
1012700064,5,0
1019980029,1,0
1020500183,1,0
1021150005,84,74
1019070029,13,11
1019050120,4,4
1015230169,2,2
1019270005,5,5
1004590001,1,0
1002370007,2,0
1000690018,652,650
1006140009,11,11
1006180066,0,0
1004590036,15,13
1004167501,34,31
1005870021,9,8
1006160031,4,4
1008390062,11,10
1008690058,13,0
1007400011,15,15
1010590058,10,10
1005270049,26,25
1015190032,16,16
1015010024,1,0
1013980001,1,0
1013180011,0,0
1018060010,3,3
1017080024,1,1
1016310044,1,0
1016340032,9,8
1020790048,8,8
1020730028,31,28
1019760020,110,110
1020417501,2,2
1015150045,1,0
1012810061,1,0
1001440032,1,0
1004260019,0,0
1004800004,41,35
1004490005,2,0
1008270017,0,0
1007700006,3,3
1009280001,266,262
1018470009,3,3
1015530033,15,15
1014710035,10,10
1015210007,54,54
1013300004,202,198
1015190012,15,15
1015180031,56,56
1021800075,0,0
1006400041,1,0
1005860020,4,0
1003927501,87,83
1004920028,4,3
1009350040,6,4
1004000042,24,22
1012760023,75,0
1017960022,10,10
1014320037,25,23
1013820149,10,10
1017230004,4,0
1017250066,15,15
1016380023,8,6
1010980036,1,0
1006887501,1,0
1007600055,28,0
1011450143,14,14
1011510012,1,0
1011960001,15,12
1022410025,106,94
1011240062,29,25
1010550056,18,17
1011500051,24,24
1019260033,17,14
1010390063,20,18
1022320008,24,24
1022250023,21,21
1021760078,45,44
1013240023,5,4
1020540030,23,23
1020500113,46,46
1015830143,2,2
1019580032,19,18
1020800141,2,2
1003780030,1,0
1005510001,350,343
1002820004,0,0
1002800054,16,15
1008920016,2,1
1004480048,8,8
1009280023,11,11
1012290061,56,56
1011630156,9,6
1007050039,1,0
1022150591,63,56
1014960009,1,1
1021770313,0,0
1020680025,4,4
1008920062,112,108
1007370027,7,6
1008610044,57,0
1011980056,10,10
1011420038,9,8
1006950034,2,1
1011820029,43,43
1019050043,4,4
1019370008,2,1
1014630048,26,25
1018480059,10,10
1012950033,6,0
1014500007,29,27
1015620019,33,33
1011690008,115,109
1007050045,1,0
1021380168,2,2
1018890063,15,15
1019070053,3,3
1019440057,2,2
1020230026,4,4
1013000024,2,0
1017700081,1,1
1017450133,3,3
1016520001,151,151
1016390042,20,18
1017730011,2,0
1018420055,25,25
1019690068,0,0
1021340150,1,1
1019090046,3,0
1019380111,6,6
1015657501,48,48
1019480012,7,6
1013750026,15,12
1021730001,4,0
1021160011,42,42
1019700064,1,0
1020260053,13,13
1012820064,7,0
1018780042,59,59
1018400151,1,1
1020230040,5,5
1013930043,21,20
1018840156,12,12
1015130059,35,35
1014560001,8,0
1012710106,7,6
1016000026,39,38
1003070018,4,0
1005900087,20,20
1000670030,1,0
1006190080,1,0
1005700006,6,5
1004737501,24,22
1011220110,10,10
1021580045,21,21
1019160047,1,1
1020300034,27,24
1020660155,2,2
1019120024,16,16
1019257501,5,4
1018270032,16,15
1005947502,11,10
1006080017,1,0
1005920027,7,6
1008930077,1,1
1008750069,1,0
1008160016,34,0
1010610136,7,6
1012650071,1,0
1016670031,10,10
1017200045,2,2
1017960112,3,3
1017360021,0,0
1017520107,1,1
1006090037,1,0
1015480014,64,64
1014080024,1,1
1015160039,21,18
1014950057,9,8
1015640028,9,8
1015350007,51,51
1013990049,2,2
1009270037,14,14
1007750064,13,0
1007700005,1,0
1010480020,322,284
1011220008,20,20
1012000039,10,10
1010630055,1,0
1014280036,34,34
1013820027,10,10
1012830012,1,0
1017200043,8,8
1001787501,5,4
1000560020,0,0
1005400014,2,0
1019140008,3,3
1015520048,20,20
1014700014,30,30
1015770001,270,267
1013980044,2,2
1016230110,3,3
1013820064,7,6
1016590022,4,3
1015000033,10,9
1012700111,5,3
1013870026,1,1
1012610039,1,0
1016890005,2,0
1016350141,4,4
1006250013,4,3
1009340001,902,894
1003790012,24,22
1005740011,15,14
1008420033,9,0
1001407504,5,4
1001347501,3,0
1016450012,35,35
1006210058,40,40
1006290012,5,1
1005400040,3,2
1004630015,9,4
1005260014,32,30
1002000016,3,0
1008950021,9,8
1005370001,86,82
1004930009,16,14
1004060023,7,6
1004030001,0,0
1004380032,3,0
1003987501,41,41
1014150121,3,2
1012857501,2,0
1016310060,23,23
1017390033,1,0
1016110015,1,0
1006070033,1,1
1000760008,1,0
1014990069,14,13
1012620024,31,0
1016880122,4,3
1017670062,2,0
1017890015,0,0
1017830109,3,3
1017850033,0,0
1006230044,3,3
1000657502,2,0
1004850011,7,5
1009210011,13,12
1004520027,18,16
1009060019,25,22
1020500067,2,2
1011630152,9,8
1010420125,6,5
1021550088,1,0
1021790345,0,0
1020780057,15,15
1019430111,2,2
1018800044,19,19
1006130008,1,1
1003840008,6,5
1010170106,0,0
1005130033,5,3
1005470020,1,0
1000970144,1,1
1003770016,32,30
1008870014,96,96
1008830068,3,2
1008770067,97,93
1012280057,11,0
1011320001,0,0
1003080021,14,11
1002360025,13,12
1014220001,5,0
1013760001,229,208
1016960001,1170,1170
1016170051,0,0
1017880020,11,11
1017870001,216,208
1002670019,0,0
1007370031,15,14
1008880031,71,71
1008830083,23,19
1008657502,95,94
1011170029,94,94
1012010044,10,10
1012180054,1,1
1003000024,2,0
1004600034,4,3
1003530051,30,28
1004610033,10,9
1009980120,3,0
1006030060,2,2
1005260052,2,2
1003490018,18,18
1008910055,1,1
1009030032,7,6
1005740017,3,3
1006150044,1,1
1006330047,1,1
1006440037,1,0
1016140014,13,12
1002230003,0,0
1005280019,5,1
1009440005,0,0
1004220049,1,0
1007510076,0,0
1007450021,20,20
1008310068,7,0
1008750025,42,42
1011960105,7,7
1011280109,12,12
1005720043,34,33
1001887504,9,9
1006340047,63,63
1018210004,15,15
1018470063,20,20
1019180052,10,10
1014930072,70,68
1014670021,499,490
1014150105,4,2
1016810022,8,8
1006240001,113,111
1006140004,1,1
1008230065,16,15
1008090049,48,0
1005170030,20,19
1005090034,3,3
1001070049,7,6
1000730002,0,0
1001240011,7,0
1004750056,10,10
1004567501,67,65
1009040033,16,16
1009020013,1,0
1010420057,3,0
1003920026,20,20
1009180055,4,0
1009140034,5,2
1009437501,832,831
1008280016,7,6
1003940012,1,0
1004340039,9,8
1006150048,1,1
1002060026,14,6
1005190070,108,1
1006330054,2,1
1003920006,5,5
1009240039,8,8
1004100067,1,0
1016440011,20,20
1001020001,0,0
1002740006,0,0
1004050013,22,20
1005390070,0,0
1008210058,1,0
1011960040,4,4
1008650032,102,96
1011420022,10,10
1010650041,20,20
1010670008,237,235
1010440003,3,0
1021400010,0,0
1021280038,20,20
1005760052,1,1
1005920006,4,4
1004150033,26,24
1008250052,4,0
1021300152,7,7
1006440060,4,0
1004740014,4,2
1008920006,8,0
1008890022,125,120
1003990050,10,8
1004000061,12,11
1008510022,3,1
1007200001,3,1
1007640039,11,10
1010370052,12,12
1012440051,2,2
1022230016,3,0
1018240055,56,56
1019900005,27,27
1020390045,1,0
1020240028,1,1
1020840049,10,10
1019880053,1,0
1015250015,96,90
1020240051,2,2
1021310038,2,2
1019240062,10,9
1018710138,1,0
1012400058,9,9
1022370041,30,30
1008290050,5,0
1011640157,9,9
1010850039,1,0
1010370105,1,0
1011147502,122,120
1021580070,26,26
1022440100,1,0
1021150021,44,44
1020500156,0,0
1019420118,11,11
1019420144,10,10
1019380005,11,11
1018460044,31,30
1018757501,85,0
1015270005,22,20
1014067502,2,2
1014700020,24,24
1015070041,74,74
1002710043,21,20
1000790025,3,0
1006210042,10,10
1005820041,17,16
1003480064,1,0
1004940040,3,3
1003760032,3,2
1006150007,3,2
1005460026,1,0
1009110033,7,6
1009080046,16,16
1008220067,17,0
1008860001,27,0
1015120058,21,19
1015700003,10,8
1013400039,1,0
1017830034,30,30
1017040008,0,0
1017220022,90,90
1016230042,3,3
1016540141,24,24
1002280003,6,4
1001457506,5,4
1005920071,1,0
1005570030,3,2
1005450040,10,8
1011860038,9,9
1005130022,8,7
1002100001,5,2
1003160200,1,0
1006080034,1,1
1003530069,36,35
1004760023,7,5
1004540034,10,9
1009050054,20,20
1012400057,8,8
1008840027,37,37
1008740036,24,24
1007640070,11,11
1022430298,1,1
1021100057,0,0
1007200006,1,1
1010390029,44,40
1021100070,20,20
1021360083,42,42
1022460115,1,0
1021790354,47,47
1020240029,5,4
1020110031,17,15
1015620005,55,55
1019050025,5,5
1013340037,0,0
1014920026,1,1
1012830010,8,0
1016430023,10,10
1014570047,10,8
1013990046,2,2
1013420049,1,1
1013470023,21,16
1012770027,2,0
1013850032,32,29
1017910025,0,0
1017507502,3,3
1016250051,17,16
1017510164,12,12
1006190020,1,1
1006290039,7,6
1005450046,41,41
1005740050,1,1
1010560131,7,6
1012310064,48,48
1011860033,48,48
1002207504,10,9
1006190051,4,2
1005180009,0,0
1005670016,1,1
1005210071,25,22
1009050019,25,24
1009050047,24,24
1007930055,1,0
1004020048,7,5
1007590032,1,0
1007680050,39,0
1008280067,15,0
1007700068,10,10
1007430027,1,1
1012350007,1,0
1012110038,10,10
1011630016,1,1
1012180025,2,2
1011630058,53,50
1021380165,15,13
1000167504,110,107
1018590015,28,28
1021420112,30,30
1020590040,1,1
1020260056,13,13
1020820028,11,0
1020240115,1,1
1015230020,3,3
1015450042,19,19
1019170021,2,2
1015430032,3,3
1014900009,96,96
1014530020,20,20
1013667501,107,106
1015000065,84,82
1017520057,1,0
1017960053,6,5
1017770001,1,0
1017080017,0,0
1017880013,3,3
1013090008,66,64
1017670047,24,24
1018060029,1,0
1016430033,20,17
1016080023,357,352
1017560006,9,9
1002290031,5,4
1004600056,1,0
1005720029,1,1
1005007504,9,8
1004710048,18,16
1003450035,1,0
1006330040,4,4
1001337505,8,6
1002320011,3,0
1004130041,41,0
1012610060,1,0
1014177501,6,6
1014080163,2,2
1014040166,1,1
1016360039,1,0
1017540065,1,0
1003100019,4,2
1002800028,5,0
1005020014,20,20
1004730044,21,20
1007750001,3,0
1007440070,5,5
1015350011,20,20
1015630042,1,1
1012710063,4,0
1013867502,18,16
1012947501,57,56
1017720055,18,16
1012830011,9,0
1016600004,1,0
1017090003,8,6
1002710045,21,19
1002770030,18,17
1006220016,10,8
1006200061,17,17
1004110037,22,21
1001760013,3,2
1005920019,5,3
1001937507,5,5
1003420060,0,0
1003980043,32,28
1004940008,4,3
1007120027,1,0
1011660014,11,11
1011700040,24,24
1006990001,5,0
1006970013,1,0
1015040014,1,1
1000100014,15,0
1005500022,200,198
1006327502,8,8
1005370010,17,16
1004917502,31,0
1004260027,1,0
1004110016,1,0
1011700027,2,2
1020250012,1,1
1008507505,5,4
1007930061,3,0
1008450010,0,0
1011280024,1,1
1011410118,10,10
1004630011,4,3
1003450012,4,3
1006150066,1,1
1001910015,8,7
1005810063,33,0
1004240010,11,10
1004050005,32,32
1009150006,7,6
1008500016,19,16
1004350043,30,27
1007890044,23,0
1008020054,15,6
1010590062,9,8
1021690048,1,0
1021610040,93,93
1020840005,2,2
1020730008,1,0
1020530052,1,0
1015500035,1,0
1019287505,4,4
1019020126,4,4
1019027504,5,5
1015190056,1,0
1015170042,4,4
1013150024,1,0
1000770020,8,0
1006027501,143,142
1005500001,8,0
1007190064,12,12
1008930092,2,0
1009350048,2,2
1003960020,119,117
1020510118,2,2
1010800105,35,32
1010300019,173,173
